,id_mahasiswa,judul,abstrak,kata_kunci,topik_skripsi
91,4735,APLIKASI OTOMATIS UJI DESAIN ANTARMUKA DALAM STUDI KASUS ANTARMUKA CHAT ROOM PADA PONSEL,"Dengan berkembangnya teknologi saat ini, banyak aplikasi yang bermanfaat dalam kehidupan sehari hari seperti untuk berkomunikasi, dan hiburan. Namun tidak semua orang yang membutuhkan dapat menggunakan aplikasi tersebut secara tepat. Banyak faktor yang mempengaruhi pengguna dalam menggunakan aplikasi salah satunya adalah desain antarmuka aplikasi yang tidak mudah dipahami oleh penggunanya. Sehingga banyak peneliti yang ingin melakukan penelitian desain antarmuka untuk mendapatkan desain yang mudah digunakan oleh penggunanya, namun terhalang dengan kurangnya pemahaman dalam bidang desain atau pemrograman.  Oleh karena itu, peneliti membangun sebuah aplikasi otomatis uji desain antarmuka dengan studi kasus chat room untuk mambantu proses pengujian desain antarmuka secara untuk orang awam seperti pembuatan desain, dan pencatatan hasil pengujian (waktu, langkah pengerjaan, jumlah error) yang  dapat digunakan untuk proses analisis desain. Aplikasi otomatis uji desain antarmuka diimplementasikan pada platform Android, dibangun menggunakan alat Android Studio dan menggunakan bahasa pemrograman Flutter atau Dart. Penelitian dilakukan untuk mengetahui bagaimana aplikasi yang dibangun telah sesuai dengan kebutuhan pengguna dan dinilai dengan kuesioner System Usability Scale (SUS) yang diambil dari dosen Fakultas Teknologi Informasi Universitas Kristen Duta Wacana yang pernah atau sering melakukan penelitian terhadap usability, user interface, dan user experience.  Hasil dari penelitian ini adalah aplikasi yang dapat membantu pengguna dalam proses pengujian desain antarmuka chat room (pencatatan langkah, durasi, error, status keberhasilan, dan visualisasi desain antarmuka) dan telah sesuai dengan kebutuhan pengguna berdasarkan wawancara, dan pengujian aplikasi. Selain itu juga dapat dibuktikan dengan hasil dari perhitungan SUS terhadap aplikasi otomatis uji desain antarmuka adalah baik yang artinya aplikasi dapat berjalan dengan semestinya.","Desain antarmuka, Chat room, Flutter, System Usability Scale",5
92,4682,PEMBANGUNAN SISTEM TANYA JAWAB DENGAN METODE WEIGHTED SUM UNTUK REGISTRASI PENERIMAAN MAHASISWA UKDW,"Admisi Universitas Kristen Duta Wacana bertugas untuk pelayanan seputar registrasi mahasiswa baru serta informasi yang berkaitan dengan hal tersebut. Informasi seputar registrasi penerimaan mahasiswa baru dapat dilayani oleh karyawan admisi, namun pelayanan ini hanya tersedia di hari kerja dan cenderung repetitif. Oleh karena itu, penelitian ini bertujuan untuk memecahkan masalah tersebut dengan membangun sebuah sistem tanya jawab (QA) yang menggunakan metode weighted-sum model (WSM).  Untuk membangun sistem QA, peneliti mengambil data berupa daftar pertanyaan berserta jawabannya. Dari daftar tersebut, diambil keyword dengan menghitung term frequency (TF). Setelah itu, daftar pertanyaan memasuki tahapan preprocessing. Tahapan preprocessing terdiri dari case-folding, penghapusan karakter khusus seperti koma atau titik, tokenisasi, stopword removal, lemmatization lalu seleksi keyword. Case-folding adalah tahapan mengkapitalisasi atau mengecilkan semua karakter. Tokenisasi adalah proses untuk memecah teks menjadi satu unit linguistik. Stopword removal menghilangkan kata yang sangat umum ditemukan pada teks. Tahap lemmatization mengubah kata berimbuhan menjadi bentuk dasarnya. Seleksi keyword menyaring pertanyaan supaya hanya mengandung kata kunci saja. Selanjutnya yaitu mendefinisikan bobot konstan dengan rumus frekuensi relatif dan bobot relatif dengan inverse-doncument frequency (IDF) untuk menghitung weighted sum (WS) pertanyaan.  Pengujian sistem menggunakan dua skenario dimana skenario pertama menguji akurasi sistem saat menerima pertanyaan yang memiliki kata kunci sama dengan data latih, sedangkan skenario kedua menguji akurasi sistem dalam menjawab pertanyaan yang memiliki komposisi pertanyaan, urutan penulisan, sinonim dan tata bahasa pengguna yang berbeda. Tingkat akurasi pada skenario pertama adalah 90% dan skenario kedua adalah 20%. Kekurangan dari penggunaan WSM adalah terlalu banyaknya faktor yang menentukan nilai WSM suatu pertanyaan.","Sistem tanya jawab, Weighted sum model",3
93,4633,PERANCANGAN ANTARMUKA BERDASARKAN HASIL UJI USABILITAS TERHADAP PENGGUNAAN APLIKASI KLIKDOKTER UNTUK LANSIA,"Situasi dan kondisi penyebaran Covid-19 di Indonesia membuat semua orang harus mengurangi intensitas untuk beraktivitas keluar rumah termasuk yang aktivitas yang berkaitan kebutuhan layanan kesehatan. Karena itu diperlukan sebuah solusi agar masyarakat dapat memenuhi kebutuhan kesehatannya tanpa perlu keluar rumah. Dengan mempertimbangkan bahwa lansia sebagai kelompok masyarakat yang paling rentan tertular virus dan paling tinggi angka kematiannya, maka penulis memandang bahwa lansia merupakan kelompok masyarakat yang paling membutuhkan layanan kesehatan secara online. Seiring dengan makin berkembangnya penetrasi penggunaan internet serta peningkatan jumlah kepemilikan smartphone di Indonesia, maka m-health menjadi pilihan yang tepat untuk membantu masyarakat agar dapat mengakses layanan kesehatan secara online melalui smartphone. KlikDokter merupakan salah satu contoh m-health atau aplikasi berbasis mobile yang menyediakan berbagai layanan kesehatan secara online. Namun, didapat bahwa adanya keluhan bahwa aplikasi KlikDokter terlalu rumit dan sulit digunakan oleh lansia. Dari permasalahan inilah penulis akhirnya memutuskan untuk melakukan uji usabilitas terhadap antarmuka aplikasi KlikDokter ini, untuk mengidentifikasi apa saja elemen antarmuka pada aplikasi Klikdokter yang menyulitkan pengguna lansia. Pengujian ini dilakukan dengan mengukur beberapa aspek usabilitas yaitu effectiveness, efficiency, user satisfaction, error dan cognitive load.","m-health, System usability scale, Usability testing",5
94,4526,PENGEMBANGAN MOTIF BATIK BONSAI BENTUK CHOKKAN DENGAN LINDENMAYER SYSTEM,"Batik merupakan salah satu warisan kebudayaan Indonesia yang sudah terkenal baik di dalam maupun luar negeri. Kain batik menjadi terkenal karena motifnya yang beragam dan memiliki keindahan tersendiri. Motif ini dihasilkan secara manual dan memakan waktu yang lama serta memiliki tingkat kerumitan yang tinggi. Untuk itu, dibutuhkan sebuah metode dan sistem untuk mempermudah pembuatan motif batik. Metode pembuatan batik digital yang saat ini sedang berkembang adalah metode batik fractal. Batik fractal adalah batik yang motifnya dirancang menggunakan perhitungan matematika. Salah satu sistem perhitungan matematis yang dapat digunakan untuk merancang bentuk fractal adalah Lindenmayer System Pada penelitian ini, penulis membuat sistem yang dapat menghasilkan motif batik yang terinspirasi dari pohon bonsai jenis chokkan. Sistem ini berbasis web, dibangun menggunakan javascript dan berdasarkan teori l-system. Pada sistem yang telah dibuat, terdapat 3 macam input yaitu jenis pola, jumlah perulangan (iterasi) dan sudut gambar. Kesimpulan dari penelitian ini adalah bahwa Lindenmayer System dapat diterapkan dalam sistem ini dan dapat menghasilkan suatu pola desain. tiap input sistem ini memiliki peran tersendiri dalam membentuk suatu pola. Kombinasi dari 10 macam pola, serta input iterasi dan sudut menghasilkan sebuah sistem yang dapat menghasilkan banyak bentuk pola yang kemudian dapat digunakan dalam desain batik.","Lindenmayer system, web, aplikasi, batik, bonsai",5
95,4572,IMPLEMENTASI METODE PROMETHEE DALAM  PREDIKSI HASIL PERTANDINGAN LIGA INGGRIS,"Penelitian ini bertujuan untuk memperlihatkan sebuah sistem prediksi yang dibangun dengan mengimplementasikan metode PROMETHEE, adapun hasil pertandingan sepakbola merupakan suatu hal yang bisa diprediksi menggunakan data yang didapatkan dari pertandingan–pertandingan sebelumnya, dari kumpulan data–data tersebut kemudian akan menghasilkan suatu pola tertentu yang nantinya bisa dianalisi untuk melakukan sebuah perhitungan atau prediksi apakah tim yang kita amati bisa menang, kalah atau bahkan berakhir imbang pada pertandingan selanjutnya. Kebutuhan akan analisis data dari peta kekuatan calon tim lawan pada pertandingan selanjutnya cukup penting, dengan tujuan agar bisa meningkatkan persentase meraih kemenangan. Dengan mengetahui peta kekuatan lawan, sebuah tim khususnya seorang pelatih dan jajaran staff-nya dapat mempersiapkan tim untuk mengantisipasi kekuatan tim calon lawannya dan memberikan sebuah strategi khusus serta instruksi–instruksi tertentu kepada para pemainnya. Pemanfaatan beberapa parameter–parameter yang ada di dalam dunia sepakbola seperti pelatih, skill individu, rekor 4 pertandingan sebelumnya, dan factor tuan rumah menjadi kriteria–kriteria yang akan digunakan untuk membangun sistem prediksi ini. Setiap kriteria yang dipilih akan diberikan bobot berdasarkan tingkat kepentingan situasi dan peran dari masing–masing kriteria tersebut. Dari hasil penelitian dan pengujian sistem prediksi dengan implementasi metode PROMETHEE ini, sistem prediksi yang dihasilkan cukup baik dan bisa digunakan untuk proses prediksi pertandingan yang akan berlangsung. Namun akurasi yang masih rendah menjadi salah satu kendala yang ditemukan dalam membangun sistem ini. Penambahan parameter–parameter dari yang sudah diberikan sebelumnya mungkin bisa menjadi salah satu solusi untuk meningkatkan akurasi dari sistem prediksi ini.","PROMETHEE, sistem prediksi, multikriteria",3
96,4439,ANALISIS PERFORMA LIVE MIGRATION PADA VIRTUAL MACHINE DENGAN METODE PRE-COPY,"Pada proses live migration dengan virtual machine terdapat metode pre-copy yang dapa digunakan yang bertujuan meningkatkan kinerja dari live migration itu sendiri, namun terdapat permasalahan pada metode ini karena page memory yang tidak terpakai oleh virtual machine akan tetap tertransfer saat proses migrasi sedang berlangsung. Hal ini perlu dihindari karna dapat menambah migration time dan juga throughput, yang dimana pada proses migrasi migration time harus diusahakan sekecil mungkin. Maka dari itu teknik ballooning adalah teknik yang dapat mengatasi permasalahan tersebut dengan pengoptimalan pada transfer page memory. Pada tugas akhir ini penulis melakukan live migration virtual machine pre-copy based dengan perbandingan jumlah RAM, dan perbandingan dengan menggunakan dan tidak menggunakan teknik ballooning pada virtual machine untuk menganalisis performansi dari teknik ballooning yang diukur dari total migration time dan throughput. Hasil dari analisis menunjukkan bahwa perbandingan jumlah RAM pada live migration dengan pre-copy tidak menunjukkan hasil yang signifikan karna baik dengan variasi RAM yang digunakan memiliki kelebihan dan kekurangannya. Namun bila dibandingkan dengan yang menggunakan  balloning dengan yang tidak menggunakan metode balloning dapat meningkatkan performa dari live migration, ini dikarenakan balloning mengembalika page memory yang kosong yang tidak terpakai pada hypervisor sehingga proses live migration lebih cepat.","live migration, virtual machine, precopy, performa, xen hypervisor, migration time, throughput, ballooning.",3
97,4512,PEMBANGUNAN DATA WAREHOUSE DAN DASHBOARD UNTUK MENDUKUNG ANALISIS KRS DAN KHS MAHASISWA,"Data-data yang berkaitan dengan perkuliahan dihasilkan setiap harinya. Setiap mahasiswa yang terdaftar memiliki lebih dari satu data setiap semesternya. Data awal perkuliahan berupa Kartu Rencana Studi (KRS) maupun data akhir perkuliahan yang berupa Kartu Hasil Studi (KHS). Setiap data yang ada harus tersimpan sebagai rekap untuk kegiatan administrasi sebuah instansi perguruan tinggi untuk rencana strategis maupun untuk laporan penilaian akreditasi sebuah institusi perguruan tinggi. Penelitian ini akan membantu Kaprodi dalam menganalisis data dari setiap indikator yang telah ditetapkan melalui dashboard sebagai media untuk memvisualisasikan data. Antar muka dashboard dibangun menggunakan metode Goal-Directed design. Pada tahap research dilakukan wawancara dengan Kaprodi Informatika dan Pegawai Pendukung Akademik (Staff PPA) bagian akademik. Pengujian User Interface dashboard dilakukan dengan menggunakan metode Performance Metric menghasilkan 71% pada pengujian binary success dari 14 responden terpilih. Evaluasi User Experience pengguna menggunakan kuesioner User Experience Questionnaire (UEQ) dengan hasil excellent pada skala daya tarik dengan nilai 1.96, stimulasi dengan nilai 1.93, dan kebaharuan dengan nilai 1.77. Sedangkan hasil good pada skala kejelasan dengan nilai 1,88 dan efisiensi dengan nilai 1,86.","KRS & KHS, Goal-Directed design, performance metric, KPI, Dashboard",3
98,4449,PERANCANGAN MESIN PINTAR PENALA GITAR OTOMATIS,"Menala gitar bukanlah hal yang mudah dilakukan untuk pemain musik,untuk dapat menala dengan tepat diperlukan kemampuan seorang musisi dalam mengenali nada dengan tepat atau disebut juga dengan istilah perfect pitch,kesulitan dalam menala secara tepat dialami oleh setiap musisi baik yang memiliki pengalaman bekerja sebagai musisi yang sudah lama, untuk orang yang baru belajar atau pengalamannya sedikit hal ini bisa menjadi kendala yang cukup serius dalam mengembangkan karier mereka.  Dengan bantuan teknologi hal tersebut bisa diatasi dengan baik. Dengan menggunakan program Matlab sebagai program untuk menganalisis yang kemudian suara akan diolah dengan menggunakan FFT (Fast Fourier Transform),frekuensi pada suara yang didapat akan dicek untuk menentukan arah putar pada motor stepper dan dengan menggunakan perangkat pintar Arduino yang terhubung dengan motor stepper untuk memutar senar pada gitar hingga mendapatkan suara yang tepat sesuai dengan nilai frekuensi pada nada tersebut  Dengan hasil akhir pengujian, sistem memiliki ketepatan penalaan yang baik yaitu mencapai nilai 99,8%. Nilai ini lebih tinggi dibandingkan dengan musisi yang sudah berpengalaman selama lebih dari 3 tahun dengan ketepatan penalaan 99,7% dan musisi dengan pengalaman antara 1 hingga 3 tahun dengan ketepatan 99,6% dan pemula yang memiliki ketepatan 95,4%. Walaupun begitu masih harus ada pengembangan dalam hal waktu penalaan gitar yang ketika diukur membutuhkan waktu rata-rata 127 detik, jauh lebih lama dibandingkan dengan waktu yang dibutuhkan oleh pemula yaitu rata-rata 55,6 detik, musisi dengan pengalaman 1 hingga 3 tahun dengan waktu 13,5 detik dan musisi dengan pengalaman lebih dari 3 tahun dengan waktu rata-rata 14,6 detik.","Menala gitar, Arduino, Matlab",6
99,4690,ANALISIS PERBANDINGAN KONFERENSI VIDEO STUDI KASUS : JARINGAN LAB PRAKTIKUM INTERNET UNIVERSITAS KRISTEN DUTA WACANA,"Pada masa pandemi covid-19 banyak guru pengajar hingga murid – murid beralih dari pengajaran tatap muka menjadi digital. Tatap muka secara digital berarti pengguna membutuhkan aplikasi yang cocok untuk melakukan pertemuan secara online atau biasa disebut konferensi video. Peneliti merasa menggunakan aplikasi konferensi video yang terkenal seperti Zoom, Google Meet, ataupun Webex merasa tidak menjawab rasa ingin tahu peneliti terhadap aplikasi yang masih bisa dianggap layak dan bahkan bisa melebihi aplikasi konferensi video yang terkenal itu sendiri. Oleh karena itu, peneliti memilih aplikasi yang tidak sepopuler seperti Zoom dan Meet tetapi lebih memilih aplikasi seperti FreeConferenceCall.com, Jitsi Meet, dan Jumpa.id yang merupakan aplikasi lokal Indonesia. Ketiga aplikasi tersebut akan digunakan peneliti untuk meneliti kinerja jaringan dengan aplikasi konferensi video tersebut.  Peneliti menggunakan metode pengerjaan meliputi perancangan, implementasi, pengambilan data, dan analisis data. Peneliti juga menggunakan parameter kinerja jaringan meliputi jitter, packet loss, delay, dan throughput dalam pengujian dengan menggunakan 6 skenario yang berbeda agar bisa menemukan hasil yang diinginkan peneliti. Peneliti menggunakan Softperfect Connection Emulator dan Wireshark sebagai alat pengujian untuk mengambil data paket yang keluar masuk melalui port yang digunakan oleh aplikasi dan peneliti juga melimit kecepatan jaringan.  Peneliti juga menilai kualitas dan delay yang terjadi saat pengujian. Peneliti mendapat beberapa hasil yang diluar pemikiran peneliti bahwa ada aplikasi yang bisa digunakan sebagai alternatif dengan memperhitungkan kualitas jaringan yang didapat peneliti dari pengujian di lab praktikum internet Universitas Kristen Duta Wacana.","Konferensi video, Free Conference call, Jitsi, Jumpa.id, Jitter, Packet loss, Delay, Throughput.",9
100,4547,PENERAPAN VISUALISASI INFORMASI DASHBOARD UNTUK REPRESENTASI KEY PERFORMANCE INDICATOR KEGIATAN PERKULIAHAN,"Universitas perlu melakukan monitoring dan reporting untuk menganalisis proses bisnis yang terjadi di dalamnya. Prodi Informatika UKDW memerlukan sistem dashboard kegiatan perkuliahan untuk mengetahui, menganalisis, dan mengambil keputusan. Diperlukannya dashboard kegiatan perkuliahan karena terdapat beberapa masalah yang terjadi, seperti database yang belum terintegrasi secara baik, belum ada media yang digunakan untuk menganalisis serta pengambilan keputusan dengan cepat dan tepat, masih menggunakan laporan dalam bentuk kertas kerja, dan lain sebagainya. Terdapat lima key performance indicator dalam membangun sistem dashboard kegiatan perkuliahan. Lima indikator tersebut adalah rata-rata kehadiran di setiap kelas, rata-rata pengambilan mata kuliah di setiap angkatan, rata-rata nilai di setiap kelas, rata-rata ipk yang memiliki presensi di bawah 75%, dan jumlah mata kuliah yang di ambil dengan presensi di bawah 75%. Metode yang digunakan adalah user centered design (UCD). Setelah membangun sistem dashboard kegiatan perkuliahan maka dilakukan pengujian task success dan kuesioner SUS. Setelah mendapatkan hasil dari pengujian task success dan kuesioner SUS maka dilakukan perhitungan combined metrics. Hasil akhir dari penelitian ini yaitu didapatkan hasil perhitungan task success iterasi pertama sebesar 92%, hasil perhitungan task success iterasi kedua sebesar 94%, hasil perhitungan kuesioner SUS iterasi kedua sebesar 70, dan hasil perhitungan combined metrics sebesar 82. Berdasarkan hasil pengujian yang sudah dilakukan dapat disimpulkan bahwa dari iterasi pertama ke iterasi kedua pada task success mengalami peningkatan sebanyak +2%, sistem dashboard dapat diterima (acceptable) dan mendapatkan grade C dengan rating good. Mengacu pada hasil pengujian, metode user centered design sesuai untuk merancang dashboard sehingga dapat berpusat pada kebutuhan pengguna dalam mengetahui, menganalisis, dan mengambil keputusan yang berkaitan dengan kegiatan perkuliahan.","Dashboard, Visualisasi, KPI",5
101,4736,DESAIN ANTARMUKA BUKU KONTAK BERBASIS PONSEL UNTUK LANSIA,"Salah satu masalah yang dihadapi oleh lansia adalah kesepian. Kesepian dapat menyebabkan efek negatif yang dapat mempengaruhi kualitas hidup lansia. Lansia dengan perasaan kesepian memiliki mental dan kesehatan fisik yang cenderung buruk sehingga menyebabkan lansia merasakan gugup dan depresi. Adanya kesenjangan digital antara lansia dan kaum generasi muda mengakibatkan lansia terlambat memperoleh keterampilan dalam menggunakan teknologi, sehingga penggunaan fungsi sederhana seperti mengirim pesan atau melakukan panggilan telepon masih banyak lansia yang kesulitan. Untuk mengatasi masalah tersebut, maka dibuatlah penelitian desain aplikasi buku kontak yang mudah digunakan dengan memperhatikan kondisi lansia agar membuat lansia menjadi lebih mandiri dan mempermudah mengatasi kesulitan penggunaan HP. Desain aplikasi buku kontak yang dibuat adalah desain khusus yang ditujukan untuk membantu dan mempermudah para lansia dalam menggunakan aplikasi buku kontak serta berkomunikasi dengan kerabat-kerabatnya. Desain aplikasi yang diujikan menggunakan uji usabilitas dengan metrik performance metrics untuk mengukur tingkat efisiensi, efektivitas dan kenyamanan dalam penggunaan desain aplikasi buku kontak yang paling cocok. Hasilnya membuktikan bahwa desain linear list berdasarkan hasil pengujian 30 responden dirasa lebih cocok daripada desain grid. Penelitian uji lebih lanjut yang diharapkan dalam penelitian ini adalah pengujian pengaruh elemen gambar pada foto profil buku kontak untuk lansia.","Orang lanjut usia, Antarmuka, Buku kontak, Ponsel",5
102,4535,"PEMBANGUNAN DASHBOARD BEBAN KERJA DOSEN
PROGRAM STUDI INFORMATIKA","Dalam pelaksanaan tugas Tridharma Perguruan Tinggi, diperlukan acuan berupa indikator kinerja dan data untuk melakukan penilaian terhadap beban kerja dosen yaitu Key performance indicator (KPI). Namun banyaknya data yang tersebar pada program studi informatika memerlukan sebuah sistem yang mampu mengambil dan menampilkan data beban kerja dosen. Dashboard merupakan salah satu sistem informasi yang dapat menampilkan data beban kerja dosen secara visual. Dalam penelitian ini, sistem yang dibangun menerapkan metode user centered design yang berfokus pada kebutuhan pengguna dan juga menggunakan
task scenario untuk menguji sistem yang telah dibangun. Pada tahap task scenario penulis melakukan pengujian task on time dan task success yang berhasil diselesaikan oleh pengguna. Evaluasi dari sistem ini menggunakan kuesioner System Usability Scale (SUS) yang terdiri dari 10 pernyataan. Hasil skor SUS yang didapatkan dari iterasi pertama adalah 63 yang menunjukkan bahwa usabilitas dari sistem yang telah dibangun cukup baik, dan iterasi kedua adalah sebesar 80 yang menunjukkan bahwa usabilitas dari sistem dapat diterima.","Dashboard, Key Performance Indicator(KPI),User Centered
Design (UCD), System Usability Scale (SUS)",5
103,4518,PEMBANGUNAN DASHBOARD KEGIATAN PUBLIKASI DAN HAK CIPTA DOSEN PRODI INFORMATIKA UKDW,"Saat ini program studi (Prodi) Informatika Universitas Kristen Duta Wacana memiliki data tentang publikasi dan hak cipta. Data ini nantinya akan digunakan untuk akreditasi Prodi. Masalah yang dihadapi saat ini yaitu Dekanat membutuhkan sebuah perangkat lunak visualisasi informasi untuk menyajikan data publikasi dan hak cipta yang terdapat didalam data warehouse yang akan digunakan untuk proses akreditasi, sehingga dibutuhkan sebuah perangkat lunak untuk menyajikan informasi secara mudah tentang publikasi dan hak cipta dosen, yaitu dalam bentuk dashboard. Penelitian ini bertujuan membangun sebuah dashboard publikasi dan hak cipta dosen Prodi informatika, dashboard ini dibangun menggunakan metode goal directed design. Metode goal directed design menekankan tujuan user dalam mendesain sebuah antarmuka, sehingga diharapkan system yang dibuat dapat digunakan dengan mudah oleh user. Pengujian sistem dilakukan terhadap 10 responden yang terdiri dari 5 responden berlatar belakang teknologi informasi dan 5 responden berlatar belakang non-teknologi informasi dengan hasil pengujian task success sebesar 99.58% dan pengujian system usability scale dengan skor sebesar 82.","Dashboard, Goal Directed Design, Task Success, System Usability Scale",5
104,4566,PERBANDINGAN PENGGUNAAN METODE SIMPLE MULTI ATTRIBUTE RATING TECHNIQUE DENGAN SIMPLE ADDITIVE WEIGHTING DALAM PEMILIHAN KULINER DI YOGYAKARTA,"Semakin hari semakin berkembang dan bertambahnya kuliner yang ada di kota Yogyakarta, dengan jumlah tempat makan yang semakin banyak dan banyaknya kategori dan macam makanan mampu menjadi acuan dalam mencari tempat makan. Untuk mempermudah proses pencarian tempat makan, maka diperlukan sebuah sistem pencarian tempat makan yang dapat memberikan hasil akhir berupa rangking berdasarkan kategori yang dicari, sehingga pencarian tempat makan akan dilakukan dengan cepat dan akurat. Aplikasi ini juga dikembangkan dengan menggunakan beberapa metode sebagai substansi analisis komparatif. Metodenya adalah Simple Additive Weighting (SAW), dan Simple Multi Atribut Rating Technique (SMART) serta berjalan pada sistem operasi Android.
Kriteria yang ditentukan dalam pemberian rekomendasi terdiri dari harga menu, jarak rumah makan, kapasitas pengunjung, jumlah variasi menu, ketersediaan wifi, dan lahan parkir. Dalam aplikasi ini, disimpulkan dari 40 data rumah makan, serta 10 kasus percobaan. Yang mana pada akhirnya didapat tingkat keakuratan berdasarkan kedua metode.
Sistem yang dibangun telah dapat memberikan hasil berupa perangkingan rekomendasi rumah makan, hasil tersebut didapat dari database melalui web service. Berdasarkan pengujian tingkat keakuratan sistem diperoleh rata – rata keakuratan sistem 71%, yang dibagi menjadi 2 tingkat keakuratan yaitu tingakat keakuratan metode SMART 72% dan metode SAW 70%.","Kecerdasan Buatan, Teknik Informatika, Simple Multi Atribut Rating Technique, Simple Additive Weighting.",3
105,4767,"ANALISIS PERBANDINGAN KINERJA ZOOM, GOOGLE MEET DAN MICROSOFT TEAMS DENGAN PEMBERIAN BEBAN JARINGAN","Pandemi COVID-19 akhir-akhir ini menjadi topik pembicaraan hangat di seluruh dunia, virus ini memiliki dampak yang menghentikan seluruh kegiatan tatap muka. Hal tersebut menyebabkan pengguna internet khususnya online meeting mengalami peningkatan di awal Februari hingga Maret 2020. Peneliti memutuskan untuk melakukan penelitian melihat kualitas audio dan video pada aplikasi meeting Zoom, Google Meet dan Ms. Teams yang populer dipakai dengan diberi beban jaringan dengan level tertentu. Dengan tujuan, melihat aplikasi mana yang lebih bagus saat melakukan meeting pada kondisi jaringan minimal.  Untuk dapat melakukan penelitian ini, pertama kali yang dilakukan adalah melakukan survei lapangan. Survei dilakukan dengan pengecekan ruangan, internet, serta prasarana yang dibutuhkan dalam tahapan persiapan pengujian. Langkah berikutnya adalah mencari aplikasi meeting yang akan dibandingkan dengan mencari aplikasi meeting populer saat ini. Untuk pengujian ini peneliti membandingkan dari kualitas audio dan video, dan hasil perbandingan variabel Throughput, Paket Loss, Delay, dan Jitter. Dengan pemberian beban Lag pada aplikasi, peneliti dapat melihat aplikasi yang tahan terhadap Beban Ekstrem dan Pengalaman Aplikasi pada saat menggunakan aplikasi meeting. Dalam perhitungan hasil perbandingan variabel, peneliti membuat sebuah script dalam Bahasa Python untuk membantu dalam menghitung data paket jaringan dari Wireshark. Sehingga dapat dibuat rata – rata yang dapat dibandingkan satu dengan yang lainnya menggunakan diagram. Setelah pengujian yang dilakukan, ketiga aplikasi meeting menunjukkan terjadi pengurangan dari segi kualitas saat diberikan beban jaringan. Beban jaringan dapat memberikan dampak besar untuk aplikasi meeting, dan Google Meet menjadi salah satu aplikasi meeting yang memiliki sensitivitas tinggi terhadap beban jaringan yang diberikan.","Aplikasi meeting, Beban jaringan, Google meet, Zoom, Ms. teams, Wireshark",9
106,4747,PEMANFAATAN API GATEWAY PADA ARSITEKTUR LAYANAN MIKRO,"Dalam proses pengembangan sebuah sistem, akan terdapat banyak masalah ketika terjadi perubahan.perubahan. masalah yang muncul seringkali terjadi pada arsitektur monolitik, dimana kode program memiliki ketergantungan satu dengan lainnya. Dengan arsitektur tersebut, semakin besar sistem yang dibuat, akan membuat semakin banyak masalah dalam proses perubahan. Hal ini dapat membuat sistem yang dibuat menjadi penuh dengan bug. Untuk mengatasi masalah tersebut, sistem dapat menerapkan arsitektur layanan mikro. Penerapan arsitektur ini dapat membantu sistem mengurangi coupling yang ketat. Dalam studi kasus penggunaan arsitektur ini, arsitektur ini digunakan dalam aplikasi toko buku berbasis seluler. Untuk membantu penggunaan arsitektur ini, API gateway juga digunakan untuk mengamankan layanan dan mengatur request kepada layanan. Untuk menentukan layanan sesuai dengan requirement dari aplikasi, layanan akan ditest dengan unit testing yang dibuat sebelum pengembangan sistem. Berdasarkan analisis sistem yang telah dibuat, penerapan arsitektur layanan mikro sesuai dengan karakteristik layanan mikro. Layanan yang dibuat bersifat modular, dengan basis data yang tidak terpusat, dan dirancang dengan fokus pada produk. API gateway membantu menjadi entrypoint dari tiap layanan, dengan menerapkan API key untuk keamanan layanan dan usage plan untuk membatasi request. Dengan penerapan tersebut, layanan menjadi aman dari client yang tidak memiliki key dan terhindar dari request overload. Untuk pengembangan sistem serupa, disarankan  penggunaan lambda function dengan OAuth untuk menjadi authorizer dari API gateway, sehingga keamanan semakin lebih baik.","Layanan mikro, Monolitik, API gateway.",0
107,4730,MEMBANGUN DATA MART REGISTRASI MATAKULIAH PROGRAM STUDI INFORMATIKA DI UKDW,"Setiap insitusi tentunya ingin meningkatkan mutu dan kualitasnya. Pada bagian registrasi matakuliah terdapat penilaian tertentu, seperti minat mahasiswa terhadap matakuliah yang ingin mereka pelajari. Prodi Informatika UKDW sendiri belum mempunyai wadah penyimpanan data yang besar terhadap domain registrasi matakuliah yang dapat ditarik mundur dari tahun ke tahun. LKPS (Lembar Kinerja Program Studi) dan LED (Lembar Evaluasi Diri) pada prodi merupakan dasar informasi yang dapat meningkatkan mutu seperti akreditasi didukung oleh kurikulum prodi yang baik. Keberadaan data warehouse diharapkan dapat menciptakan sebuah sistem basis data untuk menyimpan data history pada sebuah insititut. Pembuatan data warehouse sendiri diperkecil atau difokuskan pada kebutuhan yang disebut juga dengan data mart. Pembangunan data mart ini berfokus pada registrasi matakuliah (KHS, dosen pengampu, matakuliah) yang menjadi kebutuhan akreditasi. Pembangunan data mart ini berfokus pada registrasi matakuliah (khs, dosen pengampu, matakuliah) yang menjadi kebutuhan akreditasi. Aplikasi yang membantu dalam pembangunan data mart seperti PDI (Pentaho Data Integration) didampingi rancangan model desain menggunakan constellation schema yang membutuhkan 4 tabel fakta, beberapa dimensi, serta 2 bridge table sebagai penjembatan antar dimensi dengan proses ETL menggunakan Slowly Changing Dimension Type 1. Informasi data dari hasil luaran data mart yang diberikan dapat membantu pihak prodi Informatika UKDW dalam meningkatkan kualitas.","Data warehouse, Data mart",3
